版本,model_id,组件,层号_1based,层类型,模板,步骤序号,模块,步骤,数学关系,输入shape,逻辑权重shape,打包shape与dtype,输出shape,中间与缓存,阶段,精度,逻辑参数计数_本步骤,权重证据,配置或检查点revision,PyTorch接口,来源标识与链接,边界说明
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,14,residual,注意力残差合并,Y=residual+branch；K3块边界prefix_sum可能为空并新开残差块,"residual,branch:[N,7168]",,,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3DecoderLayer.forward（函数上下文，不是本步骤的有序调用链）,f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,15,norm,前馈前归一化,RMSNorm: X×rsqrt(mean(X²)+eps)×γ,"[N,7168]",language_model.model.layers.46.post_attention_layernorm.weight: 7168,language_model.model.layers.46.post_attention_layernorm.weight: 7168 BF16,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,7168,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,"DeepseekV3RMSNorm.forward：Tensor.float/to(FP32) → Tensor.pow(2).mean(-1,keepdim=True) → torch.rsqrt(var+eps) → 输入乘归一化因子 → 转输入dtype并乘gamma",4b713095a999 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3RMSNorm.forward L111-117 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L111,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,16,router,MoE路由评分,FP32路由线性→sigmoid；选择分数可加correction_bias，最终权重取原分数并归一化/缩放,"[N,7168]","language_model.model.layers.46.mlp.gate.e_score_correction_bias: 384
language_model.model.layers.46.mlp.gate.weight: 384x7168","language_model.model.layers.46.mlp.gate.e_score_correction_bias: 384 F32
language_model.model.layers.46.mlp.gate.weight: 384x7168 BF16","logits:[N,384]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；F32；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,2752896,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,MoEGate.forward（函数上下文，不是本步骤的有序调用链）,44b7683f6e46 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::MoEGate.forward L448-497 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L448,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,17,router,Top-K专家选择,grouped/noaux_tc路由规则；总专家E与每token选中K严格区分,"scores:[N,384]",,,"ids,weights:[N,8]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,MoEGate.forward（函数上下文，不是本步骤的有序调用链）,44b7683f6e46 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::MoEGate.forward L448-497 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L448,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,18,routed,专家分发与token重排,argsort/gather或EP dispatch；N_e由实际路由确定,"X:[N,7168]; ids:[N,8]",,,"每专家X_e:[N_e,7168]",Σ_e N_e=N×8（忽略padding且无token丢弃）；EP后是本地接收量，容量padding/通信缓冲大小由后端决定,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3MoE.moe_infer（函数上下文，不是本步骤的有序调用链）,5d35446fc19f moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MoE.moe_infer L551-616 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L551,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,19,routed,路由专家门控GEMM,Y=X @ Wᵀ；每专家独立，N_e动态，ΣN_e=N×TopK（无丢弃时）,"[N_e,7168]","language_model.model.layers.46.mlp.experts.{e}.gate_proj.weight_packed: 2048x7168 ×384 experts
language_model.model.layers.46.mlp.experts.{e}.gate_proj.weight_shape: metadata ×384 experts
language_model.model.layers.46.mlp.experts.{e}.gate_proj.weight_scale: metadata ×384 experts","language_model.model.layers.46.mlp.experts.{e}.gate_proj.weight_packed: 2048x896 I32
language_model.model.layers.46.mlp.experts.{e}.gate_proj.weight_shape: 2 I32
language_model.model.layers.46.mlp.experts.{e}.gate_proj.weight_scale: 2048x224 BF16","[N_e,2048]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；I32；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,5637144576,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3MoE.moe_infer（函数上下文，不是本步骤的有序调用链）,5d35446fc19f moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MoE.moe_infer L551-616 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L551,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,20,routed,路由专家上投影GEMM,Y=X @ Wᵀ；每专家独立，N_e动态，ΣN_e=N×TopK（无丢弃时）,"[N_e,7168]","language_model.model.layers.46.mlp.experts.{e}.up_proj.weight_packed: 2048x7168 ×384 experts
language_model.model.layers.46.mlp.experts.{e}.up_proj.weight_shape: metadata ×384 experts
language_model.model.layers.46.mlp.experts.{e}.up_proj.weight_scale: metadata ×384 experts","language_model.model.layers.46.mlp.experts.{e}.up_proj.weight_packed: 2048x896 I32
language_model.model.layers.46.mlp.experts.{e}.up_proj.weight_shape: 2 I32
language_model.model.layers.46.mlp.experts.{e}.up_proj.weight_scale: 2048x224 BF16","[N_e,2048]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；I32；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,5637144576,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3MoE.moe_infer（函数上下文，不是本步骤的有序调用链）,5d35446fc19f moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MoE.moe_infer L551-616 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L551,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,21,ffn,门控激活,SiLU(gate)×up,"gate/up:[N_e,2048]",,,"[N_e,2048]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3MLP.forward（函数上下文，不是本步骤的有序调用链）,ca6e7760d3d2 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MLP.forward L413-416 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L413,激活先计算FP32再回写的分支见来源；不是把I32/U8容器直接相乘。
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,22,routed,路由专家下投影GEMM,Y=X @ Wᵀ；每专家独立，N_e动态，ΣN_e=N×TopK（无丢弃时）,"[N_e,2048]","language_model.model.layers.46.mlp.experts.{e}.down_proj.weight_packed: 7168x2048 ×384 experts
language_model.model.layers.46.mlp.experts.{e}.down_proj.weight_shape: metadata ×384 experts
language_model.model.layers.46.mlp.experts.{e}.down_proj.weight_scale: metadata ×384 experts","language_model.model.layers.46.mlp.experts.{e}.down_proj.weight_packed: 7168x256 I32
language_model.model.layers.46.mlp.experts.{e}.down_proj.weight_shape: 2 I32
language_model.model.layers.46.mlp.experts.{e}.down_proj.weight_scale: 7168x64 BF16","[N_e,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；I32；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,5637144576,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3MoE.moe_infer（函数上下文，不是本步骤的有序调用链）,5d35446fc19f moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MoE.moe_infer L551-616 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L551,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,23,routed,专家加权合并,逆重排、乘路由权重、对TopK求和；跨rank可能有combine/约简,"Y_e:[N_e,7168]; weights:[N,8]",,,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,"索引回填 new_x[idxs]=outs → Tensor.view(N,TopK,H_e) → Tensor.type(weight.dtype) → Tensor.mul_(topk_weight.unsqueeze(-1)) → Tensor.sum(dim=1) → Tensor.type(output dtype)","5d35446fc19f moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MoE.moe_infer L551-616 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L551
5d35446fc19f-612 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MoE.moe_infer / 步骤语句 L612-616 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L612",
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,24,shared,共享专家gate_proj,Y=X @ Wᵀ,"[N,7168]",language_model.model.layers.46.mlp.shared_experts.gate_proj.weight: 2048x7168,language_model.model.layers.46.mlp.shared_experts.gate_proj.weight: 2048x7168 BF16,"[N,2048]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,14680064,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,Linear.forward → torch.nn.functional.linear,"f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160
54ee794d774c pytorch/pytorch@9b6e45278f06dc46c14d32220063f01d249fc21d torch/nn/modules/linear.py::Linear.forward L130-134 https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130",
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,25,shared,共享专家up_proj,Y=X @ Wᵀ,"[N,7168]",language_model.model.layers.46.mlp.shared_experts.up_proj.weight: 2048x7168,language_model.model.layers.46.mlp.shared_experts.up_proj.weight: 2048x7168 BF16,"[N,2048]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,14680064,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,Linear.forward → torch.nn.functional.linear,"f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160
54ee794d774c pytorch/pytorch@9b6e45278f06dc46c14d32220063f01d249fc21d torch/nn/modules/linear.py::Linear.forward L130-134 https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130",
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,26,ffn,共享专家门控激活,SiLU(gate)×up,"gate/up:[N,2048]",,,"[N,2048]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3MLP.forward（函数上下文，不是本步骤的有序调用链）,ca6e7760d3d2 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3MLP.forward L413-416 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L413,激活先计算FP32再回写的分支见来源；不是把I32/U8容器直接相乘。
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,27,shared,共享专家下投影,Y=X @ Wᵀ,"[N,2048]",language_model.model.layers.46.mlp.shared_experts.down_proj.weight: 7168x2048,language_model.model.layers.46.mlp.shared_experts.down_proj.weight: 7168x2048 BF16,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,14680064,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,Linear.forward → torch.nn.functional.linear,"f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160
54ee794d774c pytorch/pytorch@9b6e45278f06dc46c14d32220063f01d249fc21d torch/nn/modules/linear.py::Linear.forward L130-134 https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130",
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,28,shared,共享/路由分支合并,Y=Y_routed+Y_shared；共享专家使用原残差宽度输入,"shared,routed:[N,7168]",,,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3DecoderLayer.forward（函数上下文，不是本步骤的有序调用链）,f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160,
Kimi-K2.7-Code,k2.7-code,decoder-47,47,MLA/MoE,k2.7-code-t2,29,residual,前馈残差合并,Y=residual+branch；K3块边界prefix_sum可能为空并新开残差块,"residual,branch:[N,7168]",,,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3DecoderLayer.forward（函数上下文，不是本步骤的有序调用链）,f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160,
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,1,norm,输入归一化,RMSNorm: X×rsqrt(mean(X²)+eps)×γ,"[N,7168]",language_model.model.layers.47.input_layernorm.weight: 7168,language_model.model.layers.47.input_layernorm.weight: 7168 BF16,"[N,7168]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,7168,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,"DeepseekV3RMSNorm.forward：Tensor.float/to(FP32) → Tensor.pow(2).mean(-1,keepdim=True) → torch.rsqrt(var+eps) → 输入乘归一化因子 → 转输入dtype并乘gamma",4b713095a999 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3RMSNorm.forward L111-117 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L111,
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,2,attention,q_a_proj,Y=X @ Wᵀ,"[N,7168]",language_model.model.layers.47.self_attn.q_a_proj.weight: 1536x7168,language_model.model.layers.47.self_attn.q_a_proj.weight: 1536x7168 BF16,"[N,1536]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,11010048,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,Linear.forward → torch.nn.functional.linear,"f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160
54ee794d774c pytorch/pytorch@9b6e45278f06dc46c14d32220063f01d249fc21d torch/nn/modules/linear.py::Linear.forward L130-134 https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130",
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,3,attention,q_a_layernorm,RMSNorm: X×rsqrt(mean(X²)+eps)×γ,"[N,1536]",language_model.model.layers.47.self_attn.q_a_layernorm.weight: 1536,language_model.model.layers.47.self_attn.q_a_layernorm.weight: 1536 BF16,"[N,1536]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,1536,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,"DeepseekV3RMSNorm.forward：Tensor.float/to(FP32) → Tensor.pow(2).mean(-1,keepdim=True) → torch.rsqrt(var+eps) → 输入乘归一化因子 → 转输入dtype并乘gamma",4b713095a999 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3RMSNorm.forward L111-117 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L111,
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,4,attention,q_b_proj,Y=X @ Wᵀ,"[N,1536]",language_model.model.layers.47.self_attn.q_b_proj.weight: 12288x1536,language_model.model.layers.47.self_attn.q_b_proj.weight: 12288x1536 BF16,"[N,12288]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,18874368,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,Linear.forward → torch.nn.functional.linear,"f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160
54ee794d774c pytorch/pytorch@9b6e45278f06dc46c14d32220063f01d249fc21d torch/nn/modules/linear.py::Linear.forward L130-134 https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130",
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,5,attention,KV压缩投影,Y=X @ Wᵀ,"[N,7168]",language_model.model.layers.47.self_attn.kv_a_proj_with_mqa.weight: 576x7168,language_model.model.layers.47.self_attn.kv_a_proj_with_mqa.weight: 576x7168 BF16,"[N,576]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,4128768,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,Linear.forward → torch.nn.functional.linear,"f438445d3c2e moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3DecoderLayer.forward L1160-1219 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L1160
54ee794d774c pytorch/pytorch@9b6e45278f06dc46c14d32220063f01d249fc21d torch/nn/modules/linear.py::Linear.forward L130-134 https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130",
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,6,attention,拆分KV潜变量与旋转键,"split([kv_rank512,rope_dim64])","[N,576]",,,"KV_c:[N,512]; Krope:[N,64]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",继承输入；归一化/评分通常显式FP32，详见源码；最终设备计算dtype未统一验证,0,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,DeepseekV3Attention.forward（函数上下文，不是本步骤的有序调用链）,6e450223e5d9 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3Attention.forward L757-860 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L757,
Kimi-K2.7-Code,k2.7-code,decoder-48,48,MLA/MoE,k2.7-code-t2,7,attention,kv_a_layernorm,RMSNorm: X×rsqrt(mean(X²)+eps)×γ,"[N,512]",language_model.model.layers.47.self_attn.kv_a_layernorm.weight: 512,language_model.model.layers.47.self_attn.kv_a_layernorm.weight: 512 BF16,"[N,512]",无持久缓存,"prefill: N=ΣT_i（padded参考为B×T）；decode: T=1,N=B；推测验证可T>1。视觉仅编码/预填充，不逐文本token重复。",权重/辅助张量存储：BF16；实际激活、累加及cache dtype由运行分支决定，本轮未统一验证。I32/U8可能是量化打包容器。,512,固定检查点文件头审计,74797c9c62378b951a1f6fcf5c4631024e9b8bef,"DeepseekV3RMSNorm.forward：Tensor.float/to(FP32) → Tensor.pow(2).mean(-1,keepdim=True) → torch.rsqrt(var+eps) → 输入乘归一化因子 → 转输入dtype并乘gamma",4b713095a999 moonshotai/Kimi-K2.7-Code@74797c9c62378b951a1f6fcf5c4631024e9b8bef modeling_deepseek.py::DeepseekV3RMSNorm.forward L111-117 https://huggingface.co/moonshotai/Kimi-K2.7-Code/blob/74797c9c62378b951a1f6fcf5c4631024e9b8bef/modeling_deepseek.py#L111,
