model,component,layer_1based,step,operator,torch_reference,config_source,NVIDIA_CUDA,AMD_ROCm,Ascend,backend_evidence
AgentCPM-Explore,root,29,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,30,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,31,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,32,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,33,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,34,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,6,output_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,7,FFN_expand,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,8,FFN_contract,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,35,9,normalization_position_residual,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,36,1,layer_boundary,未核验,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,36,2,q_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,36,3,k_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,36,4,v_logical_projection,torch.nn.functional.linear（数学参考，非模型调用链确认）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
AgentCPM-Explore,root,36,5,attention_core,torch.nn.functional.scaled_dot_product_attention（数学参考；mask/GQA/位置编码须适配）,https://huggingface.co/openbmb/AgentCPM-Explore/resolve/f528bbb55317bd291387ba3347551dd3414e698e/config.json,未核验具体模型分派/内核；普通PyTorch语义不等于已验证CUDA路径,未核验具体模型分派/内核；ROCm可复用torch接口，但不证明扩展兼容,未核验逐算子API与完整运行栈；不可从CUDA或通用架构推定支持,未运行模型/硬件；不提供虚构厂商接口名
