sheet,cell,row,module,operator,field,original,verified_or_formula,classification,reason,fixed_sources,comparison_status,analysis_location
算子表,无对应原行,,decoder/layer_81,前馈残差合并,逐层展开,原模板未逐层列出此位置,"residual,branch:[T,7168] → [T,7168]；Y=residual+branch；K3块边界prefix_sum可能为空并新开残差块",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919,新增,新算子表!A3003:AD3003
算子表,无对应原行,,decoder/layer_82,self_attention 跨层残差读取,逐层展开,原模板未逐层列出此位置,"prefix:[T,7168]; blocks:[T,R_res,7168] → [T,7168]；沿残差块维R归一化评分→softmax→对未归一化values加权和",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/triton/kimi_k3/attention_residual.py#L78
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/ops/attn_res.py#L170
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L1075",新增,新算子表!A3004:AD3004
算子表,无对应原行,,decoder/layer_82,输入归一化,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,7168]；RMSNorm: X×rsqrt(mean(X²)+eps)×γ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L232
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/layernorm.py#L74
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/layernorm.py#L64",新增,新算子表!A3005:AD3005
算子表,无对应原行,,decoder/layer_82,q_proj,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,12288]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3006:AD3006
算子表,无对应原行,,decoder/layer_82,k_proj,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,12288]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3007:AD3007
算子表,无对应原行,,decoder/layer_82,v_proj,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,12288]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3008:AD3008
算子表,无对应原行,,decoder/layer_82,q_conv1d,逐层展开,原模板未逐层列出此位置,"[B,S,12288] → [B,S,12288]；逐通道因果conv1d(width=4)后SiLU；无跨通道混合",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/kda.py#L312
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/ops/kda_decode.py#L29
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/kimi_kda.py#L370
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/kda.py#L816",新增,新算子表!A3009:AD3009
算子表,无对应原行,,decoder/layer_82,k_conv1d,逐层展开,原模板未逐层列出此位置,"[B,S,12288] → [B,S,12288]；逐通道因果conv1d(width=4)后SiLU；无跨通道混合",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/kda.py#L312
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/ops/kda_decode.py#L29
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/kimi_kda.py#L370
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/kda.py#L816",新增,新算子表!A3010:AD3010
算子表,无对应原行,,decoder/layer_82,v_conv1d,逐层展开,原模板未逐层列出此位置,"[B,S,12288] → [B,S,12288]；逐通道因果conv1d(width=4)后SiLU；无跨通道混合",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/kda.py#L312
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/ops/kda_decode.py#L29
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/kimi_kda.py#L370
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/kda.py#L816",新增,新算子表!A3011:AD3011
算子表,无对应原行,,decoder/layer_82,f_a_proj,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,128]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3012:AD3012
算子表,无对应原行,,decoder/layer_82,f_b_proj,逐层展开,原模板未逐层列出此位置,"[T,128] → [T,12288]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3013:AD3013
算子表,无对应原行,,decoder/layer_82,b_proj,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,96]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3014:AD3014
算子表,无对应原行,,decoder/layer_82,KDA衰减与更新门,逐层展开,原模板未逐层列出此位置,"raw_gate:[B,S,96,128]; beta:[B,S,96] → g:[B,S,96,128]; β:[B,S,96]；融合gate转换与beta sigmoid；Q/K逐head做L2归一化",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/kda.py#L71
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543",新增,新算子表!A3015:AD3015
算子表,无对应原行,,decoder/layer_82,KDA chunk / recurrence核心,逐层展开,原模板未逐层列出此位置,"Q,K,V,g:[B,S,96,128]; beta:[B,S,96] → O:[B,S,96,128]；按key维衰减H_state_bar=diag(exp(g))H_state_prev；δ=v−kᵀH_state_bar；H_state=H_state_bar+βkδᵀ；o=qᵀH_state（含配置scale）",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/kda.py#L312
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/kda.py#L52
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/amd/ops/kda_decode.py#L29
https://github.com/fla-org/flash-linear-attention/blob/954438d1fcb5e1bb05c22f9908de9c5c2df74ae5/fla/ops/kda/chunk.py#L197
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/kda.py#L13
https://github.com/fla-org/flash-linear-attention/blob/954438d1fcb5e1bb05c22f9908de9c5c2df74ae5/fla/ops/kda/fused_recurrent.py#L339
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/kda.py#L816",新增,新算子表!A3016:AD3016
算子表,无对应原行,,decoder/layer_82,输出门控投影,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,12288]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3017:AD3017
算子表,无对应原行,,decoder/layer_82,每head输出RMSNorm,逐层展开,原模板未逐层列出此位置,"[B,S,96,128] → [B,S,96,128]；每head FusedRMSNormGated：RMSNorm(o)×sigmoid(g)；下一行仅展开同一调用的门控语义，不是再执行一次",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543,新增,新算子表!A3018:AD3018
算子表,无对应原行,,decoder/layer_82,KDA门控输出,逐层展开,原模板未逐层列出此位置,"normalized_O,g:[B,S,96,128] → [B,S,12288]；O←RMSNorm(O)×sigmoid(g)，再合并heads",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L543,新增,新算子表!A3019:AD3019
算子表,无对应原行,,decoder/layer_82,KDA输出投影,逐层展开,原模板未逐层列出此位置,"[T,12288] → [T,7168]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/linear.py#L1762
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/kda.py#L515",新增,新算子表!A3020:AD3020
算子表,无对应原行,,decoder/layer_82,注意力残差合并,逐层展开,原模板未逐层列出此位置,"residual,branch:[T,7168] → [T,7168]；Y=residual+branch；K3块边界prefix_sum可能为空并新开残差块",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919,新增,新算子表!A3021:AD3021
算子表,无对应原行,,decoder/layer_82,mlp 跨层残差读取,逐层展开,原模板未逐层列出此位置,"prefix:[T,7168]; blocks:[T,R_res,7168] → [T,7168]；沿残差块维R归一化评分→softmax→对未归一化values加权和",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/triton/kimi_k3/attention_residual.py#L78
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/models/kimi_k3/nvidia/ops/attn_res.py#L170
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L1075",新增,新算子表!A3022:AD3022
算子表,无对应原行,,decoder/layer_82,前馈前归一化,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,7168]；RMSNorm: X×rsqrt(mean(X²)+eps)×γ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L232
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/layernorm.py#L74
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/layernorm.py#L64",新增,新算子表!A3023:AD3023
算子表,无对应原行,,decoder/layer_82,MoE路由评分,逐层展开,原模板未逐层列出此位置,"[T,7168] → logits:[T,896]；FP32路由线性→sigmoid；选择分数可加correction_bias，最终权重取原分数并归一化/缩放",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/fused_moe/router/grouped_topk_router.py#L80
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L703",新增,新算子表!A3024:AD3024
算子表,无对应原行,,decoder/layer_82,Top-K专家选择,逐层展开,原模板未逐层列出此位置,"scores:[T,896] → ids,weights:[T,16]；grouped/noaux_tc路由规则；总专家E与每token选中K严格区分",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/fused_moe/router/grouped_topk_router.py#L80
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L703",新增,新算子表!A3025:AD3025
算子表,无对应原行,,decoder/layer_82,潜空间下投影,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,3584]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3026:AD3026
算子表,无对应原行,,decoder/layer_82,专家分发与token重排,逐层展开,原模板未逐层列出此位置,"X:[T,3584]; ids:[T,16] → 每专家X_e:[T_e,3584]；argsort/gather或EP dispatch；N_e由实际路由确定",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/fused_moe/token_dispatcher.py#L227
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",新增,新算子表!A3027:AD3027
算子表,无对应原行,,decoder/layer_82,路由专家门控GEMM,逐层展开,原模板未逐层列出此位置,"[T_e,3584] → [T_e,3072]；Y=X @ Wᵀ；每专家独立，N_e动态，ΣN_e=T×TopK（无丢弃时）",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",新增,新算子表!A3028:AD3028
算子表,无对应原行,,decoder/layer_82,路由专家上投影GEMM,逐层展开,原模板未逐层列出此位置,"[T_e,3584] → [T_e,3072]；Y=X @ Wᵀ；每专家独立，N_e动态，ΣN_e=T×TopK（无丢弃时）",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",新增,新算子表!A3029:AD3029
算子表,无对应原行,,decoder/layer_82,门控激活,逐层展开,原模板未逐层列出此位置,"gate/up:[T_e,3072] → [T_e,3072]；SiTU = 4*tanh(gate/4)*sigmoid(gate) * (25*tanh(up/25))；beta=4, linear_beta=25（固定配置）",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L447
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L75",新增,新算子表!A3030:AD3030
算子表,无对应原行,,decoder/layer_82,路由专家下投影GEMM,逐层展开,原模板未逐层列出此位置,"[T_e,3072] → [T_e,3584]；Y=X @ Wᵀ；每专家独立，N_e动态，ΣN_e=T×TopK（无丢弃时）",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L532
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",新增,新算子表!A3031:AD3031
算子表,无对应原行,,decoder/layer_82,专家加权合并,逐层展开,原模板未逐层列出此位置,"Y_e:[T_e,3584]; weights:[T,16] → [T,3584]；逆重排、乘路由权重、对TopK求和；跨rank可能有combine/约简",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L866
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/fused_moe/token_dispatcher.py#L327",新增,新算子表!A3032:AD3032
算子表,无对应原行,,decoder/layer_82,潜空间输出归一化,逐层展开,原模板未逐层列出此位置,"[T,3584] → [T,3584]；RMSNorm: X×rsqrt(mean(X²)+eps)×γ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L232
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/layernorm.py#L74
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/layernorm.py#L64",新增,新算子表!A3033:AD3033
算子表,无对应原行,,decoder/layer_82,潜空间上投影,逐层展开,原模板未逐层列出此位置,"[T,3584] → [T,7168]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3034:AD3034
算子表,无对应原行,,decoder/layer_82,共享专家gate_proj,逐层展开,原模板未逐层列出此位置,"[T,7168] → [T,6144]；Y=X @ Wᵀ",逐层实例新增,代表结构之外补齐独立层实例；算子种类可能与原表相同，但层位置/阶段不同,"https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",新增,新算子表!A3035:AD3035
